"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","ID","gc","term","Q1","Q44","Q45_1","Q47","Q48","Q49","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q12","Q13","Q11_1","Q11_2","Q11_3","Q11_4","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q27","Q28","Q26_1","Q26_2","Q26_3","Q26_4","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q46_1","Q50","Q51","DO_BR_FL_11","random","FEMALE","AGE","BS","AD","INCOME","SAFEB","DENYGMB","WARMB","DENYGWB","DENYBB","SCIGM","SCIGW","KNOWGM1","KNOWGM2","KNOWGM3","KNOWGM","KNOWGW1","KNOWGW2","KNOWGW3","KNOWGW","ICGMB","ICGWB","SD","D","LD","I","SR","R","LR","IDK1","OTH","DEM","REP","EL","SL","M","EC","SC","IDK2","CRT1","CRT2","CRT3","CRT","Y","Parti","ConnaisOGM","ConnaisRechClim","PercepOGM","PercepRechClim","Sexe","Revenu","Bachelor"
"693","R_0ecs9m2QCcQ6U4J","Default Response Set","Anonymous",NA,NA,"76.174.131.153",0,"25APR13:14:58:00","25APR13:15:07:00",1,"4b87903a4afa139f52fc947e51958112",1,"",1,1,42,2,2,4,3,3,3,2,2,"2",2,2,2,1,1,33.326,33.326,33.334,1,5,3,4,4,1,1,1,3,3,3,3,4,"3",2,2,2,1,1,45.954,45.954,45.961,1,4,3,3,3,3,4,3,"2","1",6,4,7,1,2,7,3,"0.1","1 minutw","47 days","5","1","1","GMO Questions|Global Warming Questions",1,0,42,0,0,4,2,0,2,0,0,3,3,1,1,1,3,1,1,1,3,"6","10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,3,3,3,"homme",4,2
"694","R_9AkbSOKyAbFJxIx","Default Response Set","Anonymous",NA,NA,"71.52.107.151",0,"25APR13:14:48:00","25APR13:15:07:00",1,"7aa61c3980a8b46ea468f2696cf68bc3",1,"",1,1,40,2,2,4,4,4,4,2,2,"2",2,2,2,1,1,42.092,42.092,42.1,1,5,5,5,5,1,1,2,2,4,4,2,4,"2",2,1,2,1,1,63.994,63.994,64.001,1,4,4,4,4,2,2,2,".",".",7,5,1,1,2,7,1,"0.1","5 minutes","24","9","1","1","Global Warming Questions|GMO Questions",0,0,40,0,0,4,3,0,1,1,2,4,4,1,1,1,3,1,0,1,2,"6","8",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"C","Republicain",3,2,4,4,"homme",4,2
"695","R_eQxS4MAuSEs6DPf","Default Response Set","Anonymous",NA,NA,"76.90.249.117",0,"25APR13:14:34:00","25APR13:15:08:00",1,"d35add013e89e0574120dfb0d6a0be5c",1,"",1,2,35,2,2,3,1,1,3,3,3,"4",2,1,2,1,1,33.27,33.27,33.277,1,4,3,1,1,3,3,4,5,5,5,1,1,"1",1,2,2,1,1,40.529,40.529,40.537,1,5,3,5,5,1,1,1,"1","2",4,3,1,1,2,7,1,"0.05","100","47","5","8","1","Global Warming Questions|GMO Questions",0,1,35,0,0,3,0,1,4,0,1,3,5,1,0,1,2,0,1,1,2,"10","3",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,"B","autre",2,2,3,5,"femme",3,2
"696","R_5ont1iE4ayWkMcJ","Default Response Set","Anonymous",NA,NA,"209.179.9.164",0,"25APR13:14:57:00","25APR13:15:09:00",1,"dce5bbcfe09cd7b99be40ff5f4b5612f",1,"",1,2,19,2,2,1,2,2,4,5,5,"5",2,1,2,1,1,40.481,40.481,40.483,1,4,3,2,2,4,4,5,4,5,4,2,3,"1",1,2,2,1,1,48.6,48.6,48.603,1,4,3,4,4,3,4,2,"2","2",3,1,1,1,1,7,6,"0.1","5","47","33","9","1","GMO Questions|Global Warming Questions",1,1,19,0,0,1,1,1,3,0,1,4,4,1,0,1,2,0,1,1,2,"15","6",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,"B","Democrate",2,2,4,4,"femme",1,2
"697","R_cGy5RX4LebOZKLz","Default Response Set","Anonymous",NA,NA,"98.226.233.127",0,"25APR13:15:00:00","25APR13:15:09:00",1,"dbf249efb4e282c2719797e1c5b09612",1,"",1,1,40,2,2,2,3,3,3,3,3,"3",2,2,1,1,1,42.594,42.594,42.594,1,4,3,4,4,2,2,3,3,3,3,3,3,"3",1,1,2,1,1,49.438,49.438,49.454,1,4,3,4,4,2,3,2,"1","1",1,1,1,1,1,7,1,"1.1","10 min","12 hrs","13","1","2","GMO Questions|Global Warming Questions",1,0,40,0,0,2,2,0,2,0,0,3,3,1,1,0,2,0,0,1,1,"9","9",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"A","Democrate",2,1,3,3,"homme",2,2
"698","R_9Su6uqUGknJcmBT","Default Response Set","Anonymous",NA,NA,"67.253.97.149",0,"25APR13:14:55:00","25APR13:15:10:00",1,"d4480dcfc9a7a510a897c3cf949ce25c",1,"",1,1,44,2,2,1,3,3,3,3,3,"3",2,2,1,1,1,47.547,47.547,47.559,1,3,3,3,3,3,3,3,2,1,2,3,2,"2",1,2,2,1,1,37.81,37.81,37.822,1,2,3,2,2,3,3,2,"2","1",6,5,1,1,2,9,6,"0.1","20","24","19","1","1","GMO Questions|Global Warming Questions",1,0,44,0,0,1,2,0,1,1,2,3,2,1,1,0,2,0,1,1,2,"9","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"C","Republicain",2,2,3,2,"homme",1,2
"699","R_2rCOTkjY1iSG7Zz","Default Response Set","Anonymous",NA,NA,"207.68.212.129",0,"25APR13:14:47:00","25APR13:15:10:00",1,"b1bdfddeeed25c7949385ddf41bf7baa",1,"",1,1,46,2,2,1,4,4,3,3,3,"2",2,2,2,1,1,56.313,56.313,56.313,1,5,5,5,5,1,1,1,5,5,5,1,1,"1",1,1,1,1,1,43.187,43.187,43.187,1,5,5,5,5,1,1,1,"1","1",4,3,1,1,1,7,1,"10 cents","20","24","27","1","1","GMO Questions|Global Warming Questions",1,0,46,0,0,1,3,0,4,0,0,3,5,1,1,1,3,0,0,0,0,"8","3",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",3,0,3,5,"homme",1,2
"700","R_abBkeY1qV5kpJ9r","Default Response Set","Anonymous",NA,NA,"98.209.234.28",0,"25APR13:15:03:00","25APR13:15:11:00",1,"61bf7b4b4755f83b1ee3d8250bf62d01",1,"",1,2,20,2,2,5,3,4,3,3,3,"3",2,2,2,1,1,184.263,184.263,184.276,1,3,3,4,3,3,3,3,3,3,3,4,4,"3",1,1,2,1,1,44.33,44.33,44.342,1,4,3,3,3,4,4,3,"2","2",2,3,1,3,3,7,1,"0.1","500","24","22","1","1","Global Warming Questions|GMO Questions",0,1,20,0,0,5,2,0,2,0,0,3,3,1,1,1,3,0,0,1,1,"9","11",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",3,1,3,3,"femme",5,2
"701","R_ezBkJDbgiAXrDzD","Default Response Set","Anonymous",NA,NA,"74.32.250.111",0,"25APR13:15:01:00","25APR13:15:12:00",1,"8d36a88c7ade11c1438a98d82628cbea",1,"",1,2,27,2,2,2,2,2,2,4,3,"4",2,2,2,1,1,46.003,46.003,46.011,1,4,3,2,2,4,3,4,4,4,3,3,3,"3",1,1,2,1,1,38.787,38.787,38.793,1,4,4,4,4,2,3,3,"1","2",2,4,1,1,5,7,6,"0.1","100 minutes","24","13","1","1","Global Warming Questions|GMO Questions",0,1,27,0,0,2,1,1,3,0,1,2,3,1,1,1,3,0,0,1,1,"11","9",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"B","Democrate",3,1,2,3,"femme",2,2
"702","R_5u1jyqX0Xsbna73","Default Response Set","Anonymous",NA,NA,"98.85.146.184",0,"25APR13:15:01:00","25APR13:15:14:00",1,"39ab96017846540d0fb0e584889f6441",1,"",1,1,55,2,2,2,4,4,4,3,3,"3",2,2,2,1,1,36.217,36.217,36.23,1,3,3,3,3,3,3,3,3,3,3,3,3,"3",1,1,1,1,1,56.377,56.377,56.386,1,4,3,1,1,1,1,1,"2","2",4,3,1,1,1,9,1,"0.1","500","24","9","10","1","Global Warming Questions|GMO Questions",0,0,55,0,0,2,3,0,2,0,0,4,3,1,1,1,3,0,0,0,0,"9","9",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",3,0,4,3,"homme",2,2
"703","R_9ZbN4mvdxnk8Ydv","Default Response Set","Anonymous",NA,NA,"71.31.23.172",0,"25APR13:15:05:00","25APR13:15:14:00",1,"5b66dc0faaf10a8b86ae78e9fa41a66f",1,"",1,2,27,2,2,2,2,3,2,3,3,"4",2,2,1,1,1,47.492,47.492,47.494,1,2,3,2,2,3,3,4,2,3,2,2,3,"4",2,1,2,1,1,31.944,31.944,31.945,1,2,3,3,2,3,3,4,"2","2",3,3,1,1,2,7,1,"10","10","24","17","1","1","Global Warming Questions|GMO Questions",0,1,27,0,0,2,1,1,1,1,3,2,2,1,1,0,2,1,0,1,2,"10","9",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"D","Democrate",2,2,2,2,"femme",2,2
"704","R_8czBdqzmuQ5zdaZ","Default Response Set","Anonymous",NA,NA,"184.8.54.141",0,"25APR13:14:58:00","25APR13:15:14:00",1,"45c31abab0329ebc8267a280b5fc74ea",1,"",1,1,42,1,2,8,4,4,4,3,3,"2",2,2,2,1,1,41.743,41.743,41.745,1,5,4,4,4,2,2,2,4,4,4,2,3,"2",1,1,1,1,1,215.929,215.929,215.931,1,4,4,4,4,2,3,2,"1","1",6,4,1,1,2,9,6,"0.1","100","24","22","2","1","GMO Questions|Global Warming Questions",1,0,42,1,0,8,3,0,3,0,0,4,4,1,1,1,3,0,0,0,0,"8","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,0,4,4,"homme",8,1
"705","R_89d57P2k1IH8VNz","Default Response Set","Anonymous",NA,NA,"99.115.0.57",0,"25APR13:15:04:00","25APR13:15:14:00",1,"77ec70ba27ae92392d4fcbc2c49fdaf6",1,"",1,2,20,2,2,8,3,2,3,4,4,"2",1,2,1,1,1,49.609,50.779,50.78,2,4,4,4,4,3,3,4,4,4,4,4,2,"2",2,2,1,1,1,88.98,88.98,88.982,1,4,5,4,4,4,2,1,"1","1",2,3,1,1,2,9,6,"0.1","500","24","13","1","2","GMO Questions|Global Warming Questions",1,1,20,0,0,8,2,0,3,0,0,3,4,0,1,0,1,1,1,0,2,"10","8",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",1,2,3,4,"femme",8,2
"706","R_3xTRDKyg8rON1sh","Default Response Set","Anonymous",NA,NA,"69.204.18.195",0,"25APR13:15:02:00","25APR13:15:15:00",1,"fa90f2cdaac4fba7341550f7d0e17db1",1,"",1,1,40,2,2,5,3,4,4,3,2,"2",2,2,2,1,1,38.569,38.569,38.57,1,4,5,5,5,2,2,2,3,3,5,3,4,"1",1,2,2,1,1,46.611,46.611,46.612,1,5,5,5,5,2,1,1,"1","1",2,4,1,5,5,9,6,"0.1","100","24","32","2","1","GMO Questions|Global Warming Questions",1,0,40,0,0,5,2,0,2,0,0,4,5,1,1,1,3,0,1,1,2,"7","8",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"A","Democrate",3,2,4,5,"homme",5,2
"707","R_eVcpYzilD96h9sN","Default Response Set","Anonymous",NA,NA,"72.95.63.91",0,"25APR13:15:01:00","25APR13:15:15:00",1,"ec61d81db12bc33bd2306dd89555e583",1,"",1,1,40,2,2,5,3,3,3,3,2,"2",2,2,2,1,1,34.092,34.092,34.13,1,4,5,5,5,2,2,2,4,4,4,2,2,"2",1,1,1,1,1,49.554,49.554,49.592,1,4,4,4,4,2,2,2,"1","1",6,2,1,1,2,7,1,"0.1","1 min","24","38","4","1","Global Warming Questions|GMO Questions",0,0,40,0,0,5,2,0,3,0,0,3,4,1,1,1,3,0,0,0,0,"7","6",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"A","Republicain",3,0,3,4,"homme",5,2
"708","R_0vxXhZ4K4P7YG0Z","Default Response Set","Anonymous",NA,NA,"204.195.35.111",0,"25APR13:15:09:00","25APR13:15:15:00",1,"17235aa42a87e22dff71867c285892c6",1,"",1,2,21,2,2,3,2,2,2,4,4,"4",1,2,1,1,1,32.563,32.563,32.564,1,4,2,2,4,4,4,3,4,4,4,3,4,"4",1,1,1,1,1,31.058,31.058,31.059,1,3,3,3,3,3,3,3,"1","1",8,6,10,5,5,9,6,"10 cents","100 minutes","12","37","10","1","GMO Questions|Global Warming Questions",1,1,21,0,0,3,1,1,3,0,1,2,4,0,1,0,1,0,0,0,0,"12","11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","autre",1,0,2,4,"femme",3,2
"709","R_0CKiysDNKlFEXit","Default Response Set","Anonymous",NA,NA,"184.153.186.22",0,"25APR13:14:56:00","25APR13:15:15:00",1,"ffb254c3f8b7d007d0190e71da87fce2",1,"",1,2,19,2,2,2,3,3,3,4,3,"3",2,2,2,1,1,49.999,49.999,50.002,1,4,3,3,3,3,3,3,3,3,3,3,3,"1",1,2,2,1,1,49.6,49.6,49.601,1,4,3,3,3,3,3,3,"1","1",8,3,1,1,1,9,6,"5 cents","1 hour 40 m","24 days","19","10","1","GMO Questions|Global Warming Questions",1,1,19,0,0,2,2,0,2,0,0,3,3,1,1,1,3,0,1,1,2,"10","7",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"A","autre",3,2,3,3,"femme",2,2
"710","R_6DqlmfQdjmMuVDL","Default Response Set","Anonymous",NA,NA,"66.30.150.59",0,"25APR13:15:08:00","25APR13:15:15:00",1,"2ca67e38686446ac1f7e817f2254efa7",1,"",1,1,23,1,2,7,4,4,4,2,2,"1",2,2,2,1,1,28.619,81.049,33.455,5,4,5,5,5,2,2,1,4,4,4,2,2,"1",2,2,1,1,1,61.929,61.929,61.93,1,5,5,5,5,2,2,2,"1","1",4,2,4,1,2,7,1,"0.1","100","24","21","2","1","Global Warming Questions|GMO Questions",0,0,23,1,0,7,3,0,3,0,0,4,4,1,1,1,3,1,1,0,2,"5","5",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"A","autre",3,2,4,4,"homme",7,1
"711","R_39pVMprv7QCNPzT","Default Response Set","Anonymous",NA,NA,"97.90.178.58",0,"25APR13:15:07:00","25APR13:15:15:00",1,"b50b23a2cd5aee5b36178ef4be00abc4",1,"",1,2,24,2,2,2,1,1,5,3,3,"3",2,2,1,1,1,39.667,39.667,39.667,1,5,5,5,5,5,1,1,5,5,5,1,1,"1",1,1,1,1,1,37.485,37.485,37.485,1,5,5,5,5,1,1,1,"1","1",2,6,1,1,1,9,6,"10 cents","10","24","5","2","3","Global Warming Questions|GMO Questions",0,1,24,0,0,2,0,1,4,0,1,5,5,1,1,0,2,0,0,0,0,"9","3",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"B","Democrate",2,0,5,5,"femme",2,2
"712","R_cNCXi1buHEuL87r","Default Response Set","Anonymous",NA,NA,"173.81.242.143",0,"25APR13:15:04:00","25APR13:15:15:00",1,"1c13aba74151001313ef04981fae3ab9",1,"",1,1,39,2,2,4,3,4,3,2,3,"2",2,2,2,1,1,33.713,33.713,33.73,1,4,3,4,4,2,3,2,2,2,2,3,4,"4",1,2,2,1,1,32.537,32.537,32.556,1,4,3,2,3,3,4,4,"1","1",3,4,1,1,2,7,1,"0.05","100","47","48","1","1","Global Warming Questions|GMO Questions",0,0,39,0,0,4,2,0,1,1,2,3,2,1,1,1,3,0,1,1,2,"7","11",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,"C","Democrate",3,2,3,2,"homme",4,2
"713","R_5vH4fBDUijOOGUJ","Default Response Set","Anonymous",NA,NA,"98.150.142.151",0,"25APR13:14:38:00","25APR13:15:16:00",1,"6b8d262864b3c70b1d802a4ba9dd9911",1,"",1,1,50,2,2,4,4,4,4,2,2,"1",2,2,2,1,1,140.364,140.364,140.375,1,4,5,4,4,2,1,1,4,4,4,3,4,"1",2,1,1,1,1,128.609,128.609,128.621,1,4,4,4,3,2,3,1,"1","1",2,2,1,2,1,7,6,"0.1","100","36","11","1","1","GMO Questions|Global Warming Questions",1,0,50,0,0,4,3,0,3,0,0,4,4,1,1,1,3,1,0,0,1,"5","8",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",3,1,4,4,"homme",4,2
"714","R_08O14T1PKZ1cIT3","Default Response Set","Anonymous",NA,NA,"71.241.111.216",0,"25APR13:15:10:00","25APR13:15:16:00",1,"d6008955e8c2f6c1aa11719f2eb1bb0f",1,"",1,1,22,2,2,3,3,3,3,3,3,"3",2,2,2,1,1,34.098,34.098,34.1,1,4,3,4,4,2,2,3,1,1,1,2,5,"5",1,2,2,1,1,35.258,35.258,35.26,1,4,3,2,2,3,4,4,"2","1",7,4,1,5,5,9,6,"0.1","20","24 days","38","10","1","GMO Questions|Global Warming Questions",1,0,22,0,0,3,2,0,0,1,2,3,1,1,1,1,3,0,1,1,2,"9","12",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"C","Republicain",3,2,3,1,"homme",3,2
"715","R_aeZ5nTyFRnR0cUB","Default Response Set","Anonymous",NA,NA,"69.253.217.201",0,"25APR13:14:58:00","25APR13:15:16:00",1,"cdb1e0e8fc567051828a6b49fa310aed",1,"",1,1,41,2,2,5,2,2,2,4,3,"2",2,2,2,1,1,39.61,39.61,39.616,1,4,2,2,2,4,3,3,2,4,3,2,4,"2",1,2,2,1,1,44.409,44.409,44.415,1,4,4,4,4,2,4,2,"2","2",2,3,1,2,2,7,1,"0.05","5 minutes","47","38","2","1","GMO Questions|Global Warming Questions",1,0,41,0,0,5,1,1,1,1,3,2,3,1,1,1,3,0,1,1,2,"9","8",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,"D","Democrate",3,2,2,3,"homme",5,2
"716","R_eS8hiOxwCXniszH","Default Response Set","Anonymous",NA,NA,"76.187.124.77",0,"25APR13:14:53:00","25APR13:15:17:00",1,"f372ea88212fb67b30a34cdf0ef7286e",1,"",1,2,21,2,2,6,4,4,4,2,2,"2",2,2,2,1,1,45.867,45.867,45.87,1,5,4,4,4,3,3,3,5,5,5,3,3,"2",1,1,2,1,1,47.812,47.812,47.814,1,5,5,5,5,3,3,2,"1","1",6,4,1,1,1,7,1,"0.05","5","47","43","1","5","GMO Questions|Global Warming Questions",1,1,21,0,0,6,3,0,4,0,0,4,5,1,1,1,3,0,0,1,1,"6","8",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3,"A","Republicain",3,1,4,5,"femme",6,2
"717","R_4NJ7QtBjl8J3ABn","Default Response Set","Anonymous",NA,NA,"50.13.22.5",0,"25APR13:15:03:00","25APR13:15:17:00",1,"461b14f3284663e44f67e51fad62fc95",1,"",1,1,51,2,2,2,4,4,3,2,1,"2",2,2,1,1,1,35.404,35.404,35.42,1,5,3,3,3,3,3,3,1,1,3,3,5,"5",2,2,2,1,1,47.277,47.277,47.292,1,1,1,1,1,3,4,4,"2","2",6,4,1,1,2,7,5,"10","60","24","13","2","1","GMO Questions|Global Warming Questions",1,0,51,0,0,2,3,0,0,1,2,3,3,1,1,0,2,1,1,1,3,"5","13",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"C","Republicain",2,3,3,3,"homme",2,2
"718","R_2r7SZSvNkUAo7wV","Default Response Set","Anonymous",NA,NA,"97.126.197.115",0,"25APR13:15:07:00","25APR13:15:17:00",1,"9943a08cb8f6d04e8b9b6978d93eb5e7",1,"",1,1,39,2,2,3,4,4,3,3,2,"2",2,2,1,1,1,31.369,31.369,31.37,1,4,4,4,4,2,2,2,3,3,3,2,4,"1",1,1,2,1,1,37.018,37.018,37.018,1,4,4,4,4,1,3,1,"1","1",1,3,1,2,1,7,1,"0.1","100 minutes","24","44","1","1","Global Warming Questions|GMO Questions",0,0,39,0,0,3,3,0,2,0,0,3,3,1,1,0,2,0,0,1,1,"7","7",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",2,1,3,3,"homme",3,2
"719","R_9QVD7KW5ScSsebP","Default Response Set","Anonymous",NA,NA,"68.14.182.92",0,"25APR13:15:07:00","25APR13:15:17:00",1,"1a7c1d50a9ad15fcffd9cc1f9ebbf295",1,"",1,2,25,2,2,2,3,3,3,3,3,"3",2,2,2,1,1,31.547,31.547,31.547,1,5,4,3,3,3,3,2,3,3,3,3,4,"2",1,1,2,1,1,34,34,34,1,5,4,4,4,3,3,2,"1","1",6,4,1,2,2,9,1,"10","100","24","9","10","1","Global Warming Questions|GMO Questions",0,1,25,0,0,2,2,0,2,0,0,3,3,1,1,1,3,0,0,1,1,"9","9",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A","Republicain",3,1,3,3,"femme",2,2
"720","R_5uUAvwlhrGMBc0d","Default Response Set","Anonymous",NA,NA,"24.236.235.61",0,"25APR13:15:00:00","25APR13:15:17:00",1,"376eec745070867c6cfca597f512fc96",1,"",1,1,48,2,2,2,1,1,5,4,4,"5",2,1,2,1,1,58.402,58.402,58.406,1,1,1,1,1,4,4,5,1,1,2,5,4,"4",1,2,1,1,1,66.151,66.151,66.155,1,4,1,1,1,5,5,4,"2","2",5,4,1,1,2,7,2,"0.1","100 minutes","47","22","10","1","GMO Questions|Global Warming Questions",1,0,48,0,0,2,0,1,0,1,3,5,2,1,0,1,2,0,1,0,1,"13","13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"D","Republicain",2,1,5,2,"homme",2,2
"721","R_a5HcPo4S5PafgUZ","Default Response Set","Anonymous",NA,NA,"24.3.239.217",0,"25APR13:15:08:00","25APR13:15:17:00",1,"32f666f7effcb2519683f9dbf8311fee",1,"",1,2,27,1,2,2,4,4,4,2,2,"2",1,2,2,1,1,42.567,42.567,42.568,1,5,5,5,5,1,1,1,4,4,4,2,3,"2",1,1,1,1,1,36.875,36.875,36.878,1,5,5,5,5,4,4,1,"1","1",2,2,1,2,2,5,3,"10 cents","500 mins","24 days","38","2","1","GMO Questions|Global Warming Questions",1,1,27,1,0,2,3,0,3,0,0,4,4,0,1,1,2,0,0,0,0,"6","7",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"A","Democrate",2,0,4,4,"femme",2,1
"722","R_3CUUVOib1cWXG9T","Default Response Set","Anonymous",NA,NA,"76.121.114.55",0,"25APR13:15:12:00","25APR13:15:17:00",1,"9982e103e943f2635212e400563be33c",1,"",1,2,24,2,2,5,3,3,3,3,3,"1",2,2,1,1,1,32.004,32.004,32.013,1,5,4,4,4,2,2,1,1,1,3,2,4,"3",1,1,2,1,1,31.266,31.266,31.275,1,4,3,2,2,3,4,3,"2","1",6,4,1,1,2,7,6,"0.1","1 minute","12 days","47","1","1","Global Warming Questions|GMO Questions",0,1,24,0,0,5,2,0,0,1,2,3,3,1,1,0,2,0,0,1,1,"7","9",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"C","Republicain",2,1,3,3,"femme",5,2
"723","R_8ojH0BoK7uRRPM1","Default Response Set","Anonymous",NA,NA,"72.34.66.3",0,"25APR13:15:11:00","25APR13:15:18:00",1,"6def58c8d484bafc7400383bf5b544b6",1,"",1,1,20,2,2,3,2,2,3,2,2,"3",1,2,1,1,1,31.453,31.453,31.455,1,4,4,4,4,3,3,2,4,4,3,2,3,"2",1,1,1,1,1,31.8,31.8,31.803,1,4,4,4,4,2,2,4,"1","1",4,6,10,5,5,9,6,"0.1","100","24 DAYS","5","2","1","Global Warming Questions|GMO Questions",0,0,20,0,0,3,1,1,3,0,1,3,3,0,1,0,1,0,0,0,0,"7","7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"B","autre",1,0,3,3,"homme",3,2
"724","R_0IAhgHnUin19ZnD","Default Response Set","Anonymous",NA,NA,"67.189.89.29",0,"25APR13:15:04:00","25APR13:15:18:00",1,"6125173d1f7fa6aa0fbe756242f4408f",1,"",1,1,43,2,2,2,3,3,3,2,2,"2",2,2,2,1,1,39.198,39.198,39.199,1,4,3,3,3,1,1,1,4,4,4,2,3,"1",1,2,1,1,1,42.747,42.747,42.748,1,4,4,5,5,1,5,1,"1","1",1,3,1,1,2,7,1,"0.1","20","36","37","1","1","GMO Questions|Global Warming Questions",1,0,43,0,0,2,2,0,3,0,0,3,4,1,1,1,3,0,1,0,1,"6","6",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"A","Democrate",3,1,3,4,"homme",2,2
"725","R_7PVSmsoyKdST9id","Default Response Set","Anonymous",NA,NA,"",0,"25APR13:15:08:00","25APR13:15:18:00",1,"0baf04ac64ccab2582bd0aa0abfb233c",1,"",1,1,42,2,2,4,3,3,3,4,3,"3",2,2,1,1,1,34.605,34.605,34.607,1,3,4,4,4,3,3,1,3,2,3,2,3,"2",1,2,2,1,1,55.405,55.405,55.407,1,4,4,4,4,2,3,2,"1","1",6,5,1,1,1,7,1,"0.05","100","24","22","1","1","Global Warming Questions|GMO Questions",0,0,42,0,0,4,2,0,2,0,0,3,3,1,1,0,2,0,1,1,2,"10","7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"A","Republicain",2,2,3,3,"homme",4,2
"726","R_b31OvllHQ9kSqUJ","Default Response Set","Anonymous",NA,NA,"68.253.225.8",0,"25APR13:15:12:00","25APR13:15:18:00",1,"ae35e448b626ff7e054d551af2cdf310",1,"",1,2,27,2,2,2,5,5,5,5,5,"5",1,1,1,1,1,55.783,55.783,55.786,1,5,5,5,5,5,5,5,5,5,5,1,5,"1",1,1,2,1,1,35.057,35.057,35.059,1,5,5,5,5,5,5,5,"1","1",1,5,1,2,1,9,3,"10","25","dk","35","10","1","Global Warming Questions|GMO Questions",0,1,27,0,0,2,4,0,4,0,0,5,5,0,0,0,0,0,0,1,1,"15","7",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"A","Democrate",0,1,5,5,"femme",2,2
"727","R_3TXLBsG6ycmW91z","Default Response Set","Anonymous",NA,NA,"71.213.240.129",0,"25APR13:15:07:00","25APR13:15:18:00",1,"c9239b9e160e2209816f331164dde3ef",1,"",1,1,44,2,2,1,2,2,3,4,3,"3",2,2,2,1,1,33.351,33.351,33.352,1,2,2,2,2,2,3,3,5,4,4,1,3,"1",1,2,2,1,1,35.14,35.14,35.141,1,5,5,4,5,1,4,1,"1","1",2,2,1,1,2,7,1,",10","100","47","47","9","1","GMO Questions|Global Warming Questions",1,0,44,0,0,1,1,1,4,0,1,3,4,1,1,1,3,0,1,1,2,"10","5",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"B","Democrate",3,2,3,4,"homme",1,2
