"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
20016,0,"Slovénie","homme",34,"secondaire","Employed","moyen","zone rurale",75,"vehicule individuel","employe",10
20017,1,"Lituanie","homme",53,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",8
20018,0,"Slovénie","homme",42,"secondaire","Employed","tres faible","zone rurale",5,"vehicule individuel","employe",3
20019,0,"Espagne","homme",53,"universite","Not Employed","faible","zone rurale",70,"vehicule individuel","sans emploi",7
20020,0,"Pologne","femme",58,"secondaire","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",10
20021,0,"Allemagne","femme",28,"universite","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",10
20022,0,"Hongrie","homme",25,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",70,"marche","employe",9
20023,0,"Slovénie","homme",30,"universite","Employed","faible","grande ville",15,"vehicule individuel","employe",5
20024,0,"Croatie","homme",35,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
20025,0,"Italie","femme",56,"secondaire inferieur","Employed","eleve","grande ville",30,"vehicule individuel","employe",8
20026,0,"Grande Bretagne","femme",28,"secondaire","Not Employed","moyen","grande ville",45,"transport collectif","sans emploi",9
20027,0,"Lituanie","femme",52,"universite","Employed","moyen","petite-moyenne ville",20,"marche","employe",9
20028,1,"Pays-Bas","homme",33,"universite","Employed","moyen","petite-moyenne ville",20,"velo","employe",8
20029,1,"Pays-Bas","homme",26,"secondaire inferieur","Employed","moyen","zone rurale",60,"velo","employe",7
20030,0,"Suède","femme",38,"secondaire","Employed","eleve","aire metropolitaine",45,"vehicule individuel","employe",5
20031,0,"Italie","homme",29,"secondaire","Employed","faible","aire metropolitaine",60,"transport collectif","employe",10
20032,0,"Belgique","homme",55,"secondaire inferieur","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",4
20033,0,"Slovénie","femme",28,"universite","Employed","moyen","petite-moyenne ville",50,"vehicule individuel","employe",7
20034,0,"Espagne","femme",53,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",9
20035,0,"Slovénie","homme",26,"universite","Not Employed","moyen","zone rurale",15,"marche","sans emploi",8
20036,0,"Allemagne","femme",23,"secondaire","Employed","moyen","aire metropolitaine",15,"transport collectif","employe",5
20037,0,"Slovénie","femme",48,"universite","Employed","faible","zone rurale",10,"vehicule individuel","employe",7
20038,0,"Allemagne","homme",60,"secondaire","Employed","eleve","grande ville",20,"vehicule individuel","employe",3
20039,0,"Italie","femme",54,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",7
20040,0,"Hongrie","homme",47,"secondaire","Employed","moyen","aire metropolitaine",40,"marche","employe",9
20041,1,"Slovénie","homme",45,"secondaire","Employed","moyen","petite-moyenne ville",10,"velo","employe",10
20042,0,"Grèce","femme",31,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",9
20043,0,"Pays-Bas","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
20044,0,"Grèce","femme",35,"secondaire","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",8
20045,1,"Suède","femme",43,"secondaire","Employed","faible","petite-moyenne ville",75,"velo","employe",8
20046,0,"Autriche","femme",26,"secondaire","Not Employed","faible","petite-moyenne ville",25,"marche","sans emploi",8
20047,0,"Espagne","homme",54,"secondaire","Employed","moyen","petite-moyenne ville",25,"transport collectif","employe",7
20048,0,"Espagne","homme",17,"secondaire","Not Employed","moyen","petite-moyenne ville",45,"vehicule individuel","sans emploi",8
20049,1,"Lituanie","homme",26,"universite","Not Employed","moyen","zone rurale",15,"velo","sans emploi",2
20050,0,"Italie","femme",55,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",25,"vehicule individuel","sans emploi",7
20051,0,"France","femme",28,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",4
20052,0,"Allemagne","homme",59,"universite","Not Employed","tres faible","petite-moyenne ville",10,"marche","sans emploi",6
20053,0,"Pologne","homme",42,"universite","Employed","moyen","aire metropolitaine",20,"transport collectif","employe",10
20054,0,"Slovénie","femme",52,"secondaire","Not Employed","moyen","zone rurale",50,"vehicule individuel","sans emploi",9
20055,0,"Suède","homme",49,"secondaire","Employed","moyen","petite-moyenne ville",240,"vehicule individuel","employe",3
20056,1,"Slovénie","homme",31,"universite","Employed","moyen","petite-moyenne ville",25,"marche","employe",10
20057,0,"Pologne","homme",47,"universite","Employed","eleve","aire metropolitaine",5,"vehicule individuel","employe",8
20058,0,"Italie","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",8
20059,0,"Slovénie","femme",25,"secondaire","Not Employed","faible","petite-moyenne ville",60,"marche","sans emploi",8
20060,0,"Grèce","femme",37,"universite","Employed","eleve","aire metropolitaine",20,"vehicule individuel","employe",5
20061,0,"Hongrie","femme",32,"universite","Employed","moyen","grande ville",30,"marche","employe",8
20062,1,"Slovénie","homme",20,"secondaire","Not Employed","faible","zone rurale",30,"velo","sans emploi",5
20063,0,"Hongrie","homme",24,"secondaire inferieur","Not Employed","moyen","grande ville",10,"marche","sans emploi",5
20064,0,"Allemagne","femme",29,"secondaire inferieur","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",5
20065,1,"Belgique","homme",54,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"marche","sans emploi",8
20066,0,"France","femme",28,"secondaire","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
20067,1,"Allemagne","homme",46,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",35,"velo","sans emploi",5
20068,0,"Espagne","homme",21,"secondaire","Not Employed","tres faible","petite-moyenne ville",45,"transport collectif","sans emploi",7
20069,0,"Hongrie","femme",36,"secondaire","Not Employed","moyen","petite-moyenne ville",150,"transport collectif","sans emploi",2
20070,0,"Slovénie","femme",53,"secondaire","Employed","moyen","zone rurale",130,"vehicule individuel","employe",8
20071,1,"Italie","homme",24,"secondaire","Not Employed","moyen","aire metropolitaine",30,"velo","sans emploi",9
20072,0,"Pologne","femme",35,"secondaire","Not Employed","eleve","grande ville",10,"marche","sans emploi",9
20073,0,"Pologne","homme",59,"secondaire","Employed","moyen","zone rurale",50,"vehicule individuel","employe",8
20074,0,"Pologne","femme",37,"secondaire","Employed","faible","petite-moyenne ville",30,"transport collectif","employe",8
20075,0,"France","homme",27,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",3
20076,1,"France","homme",27,"secondaire","Employed","moyen","petite-moyenne ville",90,"marche","employe",8
20077,1,"Lituanie","homme",36,"universite","Employed","moyen","grande ville",30,"velo","employe",4
20078,0,"Hongrie","homme",37,"universite","Employed","faible","petite-moyenne ville",16,"vehicule individuel","employe",7
20079,0,"Hongrie","femme",22,"secondaire","Not Employed","tres faible","petite-moyenne ville",10,"transport collectif","sans emploi",6
20080,0,"Slovénie","femme",34,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",10
20081,0,"Espagne","homme",38,"universite","Employed","moyen","zone rurale",5,"vehicule individuel","employe",7
20082,0,"Hongrie","femme",51,"secondaire","Employed","faible","petite-moyenne ville",40,"transport collectif","employe",7
20083,0,"Lituanie","femme",32,"universite","Not Employed","eleve","grande ville",30,"transport collectif","sans emploi",8
20084,1,"Slovénie","homme",51,"universite","Employed","moyen","grande ville",25,"velo","employe",9
20085,0,"Suède","femme",47,"universite","Employed","moyen","aire metropolitaine",40,"vehicule individuel","employe",8
20086,0,"France","homme",60,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",6
20087,0,"Roumanie","femme",36,"universite","Employed","moyen","grande ville",150,"marche","employe",10
20088,1,"Hongrie","homme",48,"universite","Not Employed","tres faible","petite-moyenne ville",30,"velo","sans emploi",5
20089,0,"Italie","homme",43,"secondaire","Not Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",6
20090,0,"Roumanie","homme",20,"universite","Not Employed","moyen","aire metropolitaine",50,"vehicule individuel","sans emploi",8
20091,0,"Hongrie","homme",31,"universite","Not Employed","tres faible","zone rurale",60,"transport collectif","sans emploi",5
20092,0,"Allemagne","femme",27,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
20093,0,"Espagne","femme",39,"secondaire","Employed","faible","petite-moyenne ville",30,"transport collectif","employe",10
20094,0,"Slovénie","homme",31,"secondaire","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",7
20095,0,"Danemark","femme",44,"universite","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",9
20096,0,"Pologne","homme",28,"secondaire","Employed","moyen","aire metropolitaine",35,"vehicule individuel","employe",4
20097,0,"Lituanie","homme",28,"premier cycle","Employed","sans reponse","grande ville",30,"marche","employe",5
20098,0,"Slovénie","femme",49,"universite","Employed","tres eleve","zone rurale",20,"vehicule individuel","employe",10
20099,1,"Slovénie","homme",29,"secondaire","Not Employed","faible","grande ville",25,"velo","sans emploi",8
20100,0,"Slovénie","homme",46,"universite","Employed","moyen","zone rurale",18,"vehicule individuel","employe",10
20101,0,"Slovénie","homme",53,"secondaire","Not Employed","faible","zone rurale",35,"vehicule individuel","sans emploi",7
20102,0,"Hongrie","homme",30,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",8
20103,0,"Pologne","femme",26,"secondaire","Not Employed","moyen","grande ville",5,"vehicule individuel","sans emploi",8
20104,0,"Estonie","femme",34,"universite","Employed","faible","zone rurale",15,"vehicule individuel","employe",7
20105,0,"Roumanie","femme",50,"universite","Employed","faible","grande ville",25,"transport collectif","employe",7
20106,0,"Grande Bretagne","homme",26,"secondaire","Employed","tres faible","petite-moyenne ville",30,"marche","employe",8
20107,0,"Estonie","homme",25,"universite","Employed","faible","petite-moyenne ville",20,"marche","employe",4
20108,0,"Lituanie","homme",51,"universite","Employed","moyen","petite-moyenne ville",50,"vehicule individuel","employe",4
20109,0,"Hongrie","homme",38,"universite","Employed","faible","aire metropolitaine",35,"marche","employe",9
20110,0,"Espagne","homme",29,"universite","Not Employed","tres eleve","grande ville",60,"marche","sans emploi",9
20111,1,"Allemagne","homme",29,"universite","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",4
20112,0,"France","femme",57,"secondaire","Not Employed","moyen","zone rurale",30,"marche","sans emploi",7
20113,0,"Suède","homme",20,"secondaire","Not Employed","tres faible","petite-moyenne ville",10,"marche","sans emploi",6
20114,1,"Slovénie","femme",34,"secondaire","Not Employed","faible","petite-moyenne ville",45,"velo","sans emploi",7
20115,0,"Pologne","femme",45,"universite","Employed","eleve","grande ville",20,"transport collectif","employe",5
20116,0,"Italie","femme",22,"secondaire","Not Employed","faible","zone rurale",120,"vehicule individuel","sans emploi",10
20117,1,"Pologne","femme",56,"secondaire","Employed","moyen","petite-moyenne ville",60,"velo","employe",8
20118,0,"France","homme",60,"secondaire","Employed","moyen","petite-moyenne ville",70,"transport collectif","employe",5
20119,1,"Grèce","femme",30,"universite","Employed","moyen","petite-moyenne ville",10,"marche","employe",3
20120,0,"Pays-Bas","femme",37,"secondaire","Not Employed","faible","aire metropolitaine",30,"vehicule individuel","sans emploi",7
20121,0,"Italie","homme",33,"secondaire","Employed","sans reponse","petite-moyenne ville",10,"vehicule individuel","employe",5
20122,0,"Grèce","femme",33,"universite","Employed","faible","petite-moyenne ville",30,"marche","employe",5
20123,0,"Italie","homme",60,"secondaire","Not Employed","eleve","petite-moyenne ville",90,"vehicule individuel","sans emploi",10
20124,0,"Slovénie","homme",52,"universite","Not Employed","moyen","petite-moyenne ville",75,"marche","sans emploi",8
20125,0,"France","homme",59,"secondaire","Not Employed","moyen","petite-moyenne ville",120,"marche","sans emploi",8
20126,0,"Pologne","femme",52,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",7
20127,0,"Roumanie","femme",54,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",90,"marche","sans emploi",10
20128,0,"France","homme",42,"secondaire","Not Employed","faible","petite-moyenne ville",50,"vehicule individuel","sans emploi",5
20129,0,"Pays-Bas","homme",42,"secondaire","Employed","eleve","grande ville",90,"vehicule individuel","employe",4
20130,0,"Espagne","homme",35,"secondaire","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",4
20131,0,"Pologne","homme",28,"universite","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",4
20132,0,"Pologne","femme",22,"universite","Not Employed","faible","zone rurale",140,"vehicule individuel","sans emploi",7
20133,0,"Lettonie","femme",29,"universite","Employed","sans reponse","zone rurale",20,"marche","employe",5
20134,1,"Slovénie","homme",26,"universite","Not Employed","moyen","grande ville",30,"velo","sans emploi",10
20135,0,"Slovénie","homme",50,"secondaire","Employed","faible","zone rurale",100,"vehicule individuel","employe",5
20136,0,"France","homme",57,"secondaire inferieur","Employed","moyen","zone rurale",25,"vehicule individuel","employe",8
20137,0,"Pays-Bas","homme",49,"secondaire inferieur","Not Employed","faible","aire metropolitaine",90,"vehicule individuel","sans emploi",5
20138,0,"Slovénie","homme",43,"secondaire","Employed","eleve","zone rurale",15,"vehicule individuel","employe",7
20139,0,"Allemagne","homme",58,"secondaire","Not Employed","faible","grande ville",20,"vehicule individuel","sans emploi",8
20140,0,"Grèce","femme",39,"secondaire","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",9
20141,0,"Roumanie","femme",16,"secondaire","Not Employed","moyen","grande ville",150,"marche","sans emploi",9
20142,0,"Roumanie","femme",46,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",5
20143,0,"Roumanie","homme",32,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",5
20144,0,"Suède","homme",19,"premier cycle","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
20145,0,"Italie","homme",32,"universite","Employed","moyen","petite-moyenne ville",70,"vehicule individuel","employe",9
20146,1,"Slovénie","femme",53,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"velo","sans emploi",9
20147,0,"Pays-Bas","femme",27,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
20148,0,"Allemagne","femme",59,"secondaire inferieur","Employed","faible","zone rurale",45,"vehicule individuel","employe",3
20149,0,"Italie","homme",28,"secondaire","Employed","moyen","petite-moyenne ville",60,"marche","employe",7
20150,1,"Pays-Bas","homme",54,"secondaire","Not Employed","moyen","zone rurale",30,"velo","sans emploi",7
20151,0,"France","homme",59,"secondaire","Not Employed","moyen","aire metropolitaine",45,"marche","sans emploi",7
20152,1,"Italie","femme",55,"secondaire","Employed","faible","grande ville",5,"marche","employe",10
20153,0,"Grèce","femme",33,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",7
20154,0,"Suède","homme",54,"secondaire","Employed","faible","zone rurale",5,"vehicule individuel","employe",2
20155,0,"Portugal","femme",35,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
20156,0,"France","homme",60,"secondaire inferieur","Not Employed","faible","zone rurale",10,"vehicule individuel","sans emploi",8
20157,1,"Pologne","homme",23,"secondaire","Employed","moyen","aire metropolitaine",45,"velo","employe",6
20158,0,"Estonie","femme",25,"universite","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",4
20159,0,"Slovénie","femme",39,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
20160,0,"Pologne","homme",53,"secondaire","Employed","faible","grande ville",20,"transport collectif","employe",3
20161,0,"Espagne","homme",33,"secondaire inferieur","Employed","eleve","petite-moyenne ville",15,"vehicule individuel","employe",9
20162,1,"Suède","homme",17,"secondaire","Not Employed","eleve","petite-moyenne ville",30,"marche","sans emploi",5
20163,0,"Slovénie","femme",50,"secondaire","Employed","tres faible","grande ville",20,"vehicule individuel","employe",4
20164,1,"Pays-Bas","homme",44,"universite","Employed","sans reponse","grande ville",30,"velo","employe",8
20165,0,"Pologne","homme",29,"universite","Employed","moyen","aire metropolitaine",60,"vehicule individuel","employe",6
20166,0,"Hongrie","homme",39,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
20167,0,"Slovénie","femme",50,"secondaire","Employed","moyen","zone rurale",50,"vehicule individuel","employe",5
20168,0,"Espagne","homme",51,"universite","Not Employed","moyen","petite-moyenne ville",40,"vehicule individuel","sans emploi",8
20169,0,"Slovénie","homme",51,"secondaire","Employed","moyen","grande ville",5,"vehicule individuel","employe",7
20170,0,"Roumanie","homme",33,"secondaire inferieur","Employed","moyen","zone rurale",60,"vehicule individuel","employe",8
20171,0,"Lituanie","femme",44,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",10
20172,0,"Pologne","homme",34,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
20173,0,"Allemagne","femme",29,"universite","Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","employe",7
20174,0,"Allemagne","femme",60,"universite","Employed","faible","zone rurale",6,"vehicule individuel","employe",7
20175,0,"Slovénie","homme",49,"secondaire","Employed","faible","zone rurale",80,"vehicule individuel","employe",9
20176,0,"Pays-Bas","femme",48,"secondaire inferieur","Not Employed","moyen","zone rurale",30,"marche","sans emploi",8
20177,0,"Pologne","homme",56,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",5
20178,1,"Lituanie","femme",52,"universite","Employed","moyen","zone rurale",60,"marche","employe",5
20179,0,"Estonie","homme",39,"secondaire","Not Employed","sans reponse","zone rurale",24,"vehicule individuel","sans emploi",1
20180,0,"Hongrie","homme",41,"universite","Employed","faible","petite-moyenne ville",40,"marche","employe",8
20181,0,"Hongrie","homme",45,"secondaire inferieur","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",4
20182,0,"France","homme",39,"secondaire","Employed","tres eleve","grande ville",30,"marche","employe",9
20183,0,"Allemagne","femme",48,"universite","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",7
20184,0,"Hongrie","homme",46,"secondaire inferieur","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",9
20185,0,"Pays-Bas","homme",50,"secondaire","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",7
20186,0,"Hongrie","homme",53,"secondaire","Not Employed","faible","zone rurale",10,"vehicule individuel","sans emploi",1
20187,1,"Pays-Bas","femme",22,"secondaire inferieur","Employed","moyen","zone rurale",20,"velo","employe",5
20188,0,"France","femme",33,"secondaire","Not Employed","moyen","zone rurale",90,"transport collectif","sans emploi",5
20189,0,"Italie","homme",30,"universite","Not Employed","moyen","aire metropolitaine",45,"vehicule individuel","sans emploi",8
20190,0,"France","homme",23,"universite","Employed","moyen","aire metropolitaine",10,"marche","employe",6
20191,0,"Slovénie","homme",52,"secondaire","Employed","faible","zone rurale",35,"vehicule individuel","employe",7
20192,0,"Hongrie","homme",54,"secondaire inferieur","Employed","moyen","zone rurale",70,"vehicule individuel","employe",8
20193,0,"Ireland","femme",35,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
20194,0,"Pays-Bas","femme",49,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
20195,0,"Roumanie","femme",46,"secondaire","Employed","eleve","aire metropolitaine",15,"transport collectif","employe",7
20196,0,"Roumanie","femme",54,"secondaire","Not Employed","moyen","grande ville",15,"transport collectif","sans emploi",9
20197,0,"Roumanie","homme",38,"secondaire","Employed","faible","grande ville",25,"transport collectif","employe",8
20198,0,"Hongrie","homme",39,"universite","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",7
20199,0,"Slovénie","femme",22,"secondaire","Not Employed","moyen","zone rurale",5,"marche","sans emploi",6
20200,0,"Hongrie","femme",35,"universite","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",5
20201,0,"Pologne","femme",31,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"transport collectif","sans emploi",6
20202,0,"Hongrie","femme",26,"universite","Not Employed","moyen","aire metropolitaine",40,"transport collectif","sans emploi",7
20203,0,"Hongrie","homme",24,"universite","Employed","faible","zone rurale",122,"transport collectif","employe",9
20204,0,"Roumanie","homme",29,"universite","Employed","eleve","zone rurale",75,"vehicule individuel","employe",8
20205,0,"Suède","femme",20,"secondaire","Employed","eleve","petite-moyenne ville",30,"vehicule individuel","employe",9
20206,0,"Lituanie","homme",47,"secondaire","Employed","faible","petite-moyenne ville",30,"vehicule individuel","employe",7
20207,0,"Slovénie","homme",36,"secondaire","Employed","tres faible","zone rurale",15,"vehicule individuel","employe",8
20208,0,"Espagne","femme",18,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
20209,0,"Pologne","homme",22,"secondaire","Not Employed","faible","zone rurale",90,"vehicule individuel","sans emploi",7
20210,0,"Hongrie","femme",35,"secondaire","Employed","eleve","petite-moyenne ville",45,"marche","employe",5
20211,0,"Hongrie","homme",44,"universite","Not Employed","sans reponse","aire metropolitaine",15,"transport collectif","sans emploi",2
20212,0,"Espagne","homme",26,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",5
20213,0,"Slovénie","femme",44,"universite","Employed","eleve","zone rurale",15,"vehicule individuel","employe",8
20214,0,"Roumanie","homme",20,"secondaire","Not Employed","moyen","grande ville",15,"marche","sans emploi",4
20215,0,"France","femme",60,"secondaire inferieur","Not Employed","sans reponse","zone rurale",20,"vehicule individuel","sans emploi",6
20216,0,"Slovénie","femme",36,"secondaire","Employed","faible","zone rurale",5,"vehicule individuel","employe",8
20217,0,"Slovénie","femme",26,"universite","Not Employed","eleve","zone rurale",120,"vehicule individuel","sans emploi",5
20218,0,"Suède","homme",40,"premier cycle","Employed","eleve","petite-moyenne ville",60,"marche","employe",5
20219,0,"France","femme",61,"secondaire inferieur","Employed","moyen","petite-moyenne ville",120,"transport collectif","employe",8
20220,1,"Slovénie","homme",50,"secondaire","Employed","faible","petite-moyenne ville",25,"marche","employe",7
20221,0,"Suède","femme",19,"secondaire","Not Employed","tres faible","zone rurale",20,"vehicule individuel","sans emploi",8
20222,0,"Lituanie","homme",49,"universite","Employed","moyen","zone rurale",5,"vehicule individuel","employe",5
20223,0,"Espagne","homme",33,"secondaire","Not Employed","tres faible","petite-moyenne ville",40,"marche","sans emploi",7
20224,0,"Hongrie","homme",39,"secondaire inferieur","Employed","moyen","zone rurale",61,"vehicule individuel","employe",7
20225,0,"Espagne","homme",30,"secondaire","Not Employed","tres faible","grande ville",40,"marche","sans emploi",7
20226,0,"Allemagne","femme",24,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",45,"vehicule individuel","employe",6
20227,0,"Lettonie","homme",39,"universite","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
20228,0,"Pologne","homme",24,"secondaire","Employed","tres eleve","petite-moyenne ville",80,"marche","employe",9
20229,0,"Suède","femme",51,"secondaire","Employed","eleve","aire metropolitaine",10,"transport collectif","employe",6
20230,0,"Italie","homme",38,"secondaire","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",9
20231,0,"France","homme",49,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",4
20232,0,"Hongrie","femme",50,"secondaire inferieur","Employed","tres faible","aire metropolitaine",30,"marche","employe",8
20233,0,"Roumanie","homme",32,"secondaire","Employed","moyen","zone rurale",100,"vehicule individuel","employe",10
20234,1,"Pays-Bas","femme",28,"secondaire","Employed","eleve","petite-moyenne ville",80,"velo","employe",9
20235,1,"Italie","homme",60,"secondaire","Employed","tres faible","petite-moyenne ville",30,"marche","employe",10
20236,0,"Pologne","femme",34,"secondaire","Not Employed","moyen","petite-moyenne ville",40,"vehicule individuel","sans emploi",6
20237,0,"Italie","homme",29,"secondaire","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",8
20238,0,"Italie","homme",56,"secondaire inferieur","Not Employed","tres faible","aire metropolitaine",40,"transport collectif","sans emploi",9
20239,0,"Lituanie","homme",25,"universite","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",4
20240,0,"Slovénie","homme",33,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",9
20241,0,"Slovénie","homme",52,"universite","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",8
20242,0,"Italie","femme",37,"secondaire","Employed","tres faible","petite-moyenne ville",6,"vehicule individuel","employe",7
20243,0,"Slovénie","femme",39,"universite","Employed","moyen","zone rurale",60,"vehicule individuel","employe",8
20244,0,"Suède","homme",24,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",8
20245,0,"Espagne","homme",29,"universite","Employed","moyen","grande ville",59,"transport collectif","employe",8
20246,0,"Slovénie","homme",31,"secondaire","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",8
20247,0,"Roumanie","femme",21,"secondaire","Not Employed","tres eleve","grande ville",30,"transport collectif","sans emploi",8
20248,1,"Pologne","homme",59,"secondaire","Not Employed","faible","petite-moyenne ville",90,"velo","sans emploi",10
20249,0,"Slovénie","homme",33,"universite","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",7
20250,0,"Espagne","homme",46,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",150,"marche","sans emploi",8
20251,0,"Pays-Bas","homme",46,"secondaire","Not Employed","tres faible","petite-moyenne ville",60,"transport collectif","sans emploi",5
20252,0,"Hongrie","homme",49,"secondaire inferieur","Employed","faible","petite-moyenne ville",60,"marche","employe",7
20253,0,"Grèce","femme",35,"secondaire","Not Employed","moyen","aire metropolitaine",60,"marche","sans emploi",8
20254,0,"Suède","femme",22,"secondaire","Not Employed","faible","petite-moyenne ville",55,"transport collectif","sans emploi",8
20255,0,"Croatie","homme",30,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
20256,0,"Lituanie","homme",47,"universite","Employed","sans reponse","zone rurale",10,"vehicule individuel","employe",9
20257,0,"Lituanie","femme",53,"secondaire","Not Employed","faible","zone rurale",390,"marche","sans emploi",10
20258,0,"Allemagne","femme",49,"secondaire inferieur","Employed","tres eleve","aire metropolitaine",30,"vehicule individuel","employe",8
20259,1,"Hongrie","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",15,"velo","employe",10
20260,0,"Pologne","homme",55,"secondaire","Not Employed","moyen","petite-moyenne ville",750,"vehicule individuel","sans emploi",10
20261,0,"Grande Bretagne","femme",29,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",7
20262,1,"Hongrie","femme",23,"secondaire inferieur","Employed","moyen","zone rurale",10,"marche","employe",6
20263,0,"Pologne","femme",27,"secondaire","Not Employed","moyen","petite-moyenne ville",25,"marche","sans emploi",8
20264,1,"Slovénie","femme",51,"secondaire","Not Employed","faible","petite-moyenne ville",70,"marche","sans emploi",10
20265,0,"Pologne","femme",45,"secondaire","Not Employed","tres faible","grande ville",60,"marche","sans emploi",7
20266,0,"Hongrie","femme",25,"universite","Employed","moyen","petite-moyenne ville",40,"transport collectif","employe",7
20267,0,"Suède","homme",48,"secondaire","Employed","sans reponse","zone rurale",20,"vehicule individuel","employe",8
20268,0,"Espagne","femme",34,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",7
20269,0,"Italie","femme",52,"secondaire","Not Employed","sans reponse","petite-moyenne ville",30,"vehicule individuel","sans emploi",8
20270,0,"Hongrie","homme",20,"secondaire","Employed","moyen","aire metropolitaine",90,"transport collectif","employe",5
20271,0,"France","homme",17,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",2
20272,1,"Croatie","homme",20,"secondaire inferieur","Not Employed","faible","zone rurale",20,"velo","sans emploi",3
